condition_id,task_id,method_id,mean_ap,mean_pk,rule_ap,rule_pk,failure_flag,n_seeds
c_fresh_seed2024,T3,M3_iforest,1.0,0.2,1.0,0.2,True,1
c_fresh_seed2024,T3,M4_lof,0.19924242424242425,0.2,1.0,0.2,True,1
c_fresh_seed2024,T3,M5_ocsvm,1.0,0.2,1.0,0.2,True,1
c_fresh_seed2024,T3,M6_linearae,1.0,0.2,1.0,0.2,True,1
c_fresh_seed2024,T3,M7_zscore,0.5,0.2,1.0,0.2,True,1
c_fresh_seed2024,T3,M8_graphif,1.0,0.2,1.0,0.2,True,1
c_fresh_seed2024,T4,M2_hybrid,0.7186738012383573,0.4,0.9463155017251655,0.7,True,1
c_fresh_seed2024,T4,M3_iforest,0.6123570873570874,0.4,0.9463155017251655,0.7,True,1
c_fresh_seed2024,T4,M4_lof,0.9673202614379085,0.7,0.9463155017251655,0.7,True,1
c_fresh_seed2024,T4,M5_ocsvm,1.0,0.7,0.9463155017251655,0.7,False,1
c_fresh_seed2024,T4,M6_linearae,0.8997056309864191,0.6,0.9463155017251655,0.7,True,1
c_fresh_seed2024,T4,M7_zscore,0.7355862775217614,0.45,0.9463155017251655,0.7,True,1
c_fresh_seed2024,T5,M2_hybrid,0.6974361946471446,0.52,0.7520890834339601,0.52,True,1
c_fresh_seed2024,T5,M3_iforest,0.8211159927104199,0.6,0.7520890834339601,0.52,False,1
c_fresh_seed2024,T5,M4_lof,0.8428775698882711,0.64,0.7520890834339601,0.52,False,1
c_fresh_seed2024,T5,M5_ocsvm,0.8070043341143086,0.6,0.7520890834339601,0.52,False,1
c_fresh_seed2024,T5,M6_linearae,0.6567424774856174,0.48,0.7520890834339601,0.52,True,1
c_fresh_seed2024,T5,M7_zscore,0.4726927982595564,0.4,0.7520890834339601,0.52,True,1
c_fresh_seed2024,T6,M2_hybrid,0.8875,0.4,1.0,0.4,True,1
c_fresh_seed2024,T6,M3_iforest,0.7095238095238094,0.4,1.0,0.4,True,1
c_fresh_seed2024,T6,M4_lof,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T6,M5_ocsvm,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T6,M6_linearae,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T6,M7_zscore,1.0,0.4,1.0,0.4,True,1
c_fresh_seed2024,T6,M8_graphif,0.7095238095238094,0.4,1.0,0.4,True,1
c_fresh_seed2024,T7,M2_hybrid,0.29166666666666663,0.2,1.0,0.2,True,1
c_fresh_seed2024,T7,M3_iforest,1.0,0.2,1.0,0.2,True,1
c_fresh_seed2024,T7,M4_lof,1.0,0.2,1.0,0.2,True,1
c_fresh_seed2024,T7,M5_ocsvm,0.75,0.2,1.0,0.2,True,1
c_fresh_seed2024,T7,M6_linearae,0.7,0.2,1.0,0.2,True,1
c_fresh_seed2024,T7,M7_zscore,1.0,0.2,1.0,0.2,True,1
c_fresh_seed2024,T7,M8_graphif,1.0,0.2,1.0,0.2,True,1
c_fresh_seed42,T1,M2_hybrid,1.0,0.4,1.0,0.4,True,1
c_fresh_seed42,T1,M3_iforest,1.0,0.4,1.0,0.4,True,1
c_fresh_seed42,T1,M4_lof,1.0,0.4,1.0,0.4,True,1
c_fresh_seed42,T1,M5_ocsvm,1.0,0.4,1.0,0.4,True,1
